,text-3 href,text-3,story__link,story__link href,story__excerpt,timestamp--label,timestamp--time,Concatenated_Columns
255,www.dawn.com/sport,Sport,Pakistan need to be at their best to outgun West Indies,1285020-pakistan need to be at their best to outgun west indies,Sarfraz Ahmed and coach Mickey Arthur believe their team will have to be at their best to beat the World T20 champions.,Updated,"21 Sep, 2016",Pakistan need to be at their best to outgun West IndiesSarfraz Ahmed and coach Mickey Arthur believe their team will have to be at their best to beat the World T20 champions.
256,www.dawn.com/sport,Sport,AFC Solidarity Cup withdrawal adds to Pakistan football woes,1285021-afc solidarity cup withdrawal adds to pakistan football woes,"Hayat faction refuses to send team, PFF Administrator keen on participation.",Updated,"21 Sep, 2016","AFC Solidarity Cup withdrawal adds to Pakistan football woesHayat faction refuses to send team, PFF Administrator keen on participation."
257,www.dawn.com/business,Business,Gulf budget deficit seen peaking this year,1284978-gulf budget deficit seen peaking this year,Combined deficit of the six Gulf Cooperation Council states is forecast to hit 153bn in 2016.,Updated,"21 Sep, 2016",Gulf budget deficit seen peaking this yearCombined deficit of the six Gulf Cooperation Council states is forecast to hit 153bn in 2016.
258,www.dawn.com/business,Business,With greater volatility in sight stocks undergo correction,1284982-with greater volatility in sight stocks undergo correction,"Stocks retreated on Tuesday with KSE100 index closing down by 74 points, or 0.18 per cent, at 40,340.",Updated,"21 Sep, 2016","With greater volatility in sight stocks undergo correctionStocks retreated on Tuesday with KSE100 index closing down by 74 points, or 0.18 per cent, at 40,340."
259,www.dawn.com/business,Business,World Bank support sought for financial inclusion goals,1284984-world bank support sought for financial inclusion goals,World Bank executive board is expected to approve government's  130m project early next year.,Updated,"21 Sep, 2016",World Bank support sought for financial inclusion goalsWorld Bank executive board is expected to approve government's  130m project early next year.
260,www.dawn.com/business,Business,IndiaPakistan tension spooks business community,1284985-india pakistan tension spooks business community,In worsening situation Pakistan stands to lose more economically because of Indias strong global perception.,Updated,"21 Sep, 2016",IndiaPakistan tension spooks business communityIn worsening situation Pakistan stands to lose more economically because of Indias strong global perception.
261,www.dawn.com/business,Business,Service exports halved to m in July,1284987-service exports halved to 327m in july,"Imports of services dropped to 617.5m in July from 649.7m a year ago, a decline of 5pc.",Updated,"21 Sep, 2016","Service exports halved to m in JulyImports of services dropped to 617.5m in July from 649.7m a year ago, a decline of 5pc."
262,www.dawn.com/business,Business,Govt plans to boost chilli exports Bosan,1284989-govt plans to boost chilli exports bosan,"Pakistan can earn 47 million in foreign exchange through a chilli exports potential of 90,000 tonnes a year.",Updated,"21 Sep, 2016","Govt plans to boost chilli exports BosanPakistan can earn 47 million in foreign exchange through a chilli exports potential of 90,000 tonnes a year."
263,www.dawn.com/business,Business,FDI drops pc in two months,1284990-fdi drops 128pc in two months,FDI in JulyAugust was 112m while the net inflow during this period of the last fiscal year was 241m.,Updated,"21 Sep, 2016",FDI drops pc in two monthsFDI in JulyAugust was 112m while the net inflow during this period of the last fiscal year was 241m.
264,www.dawn.com/pakistan,Pakistan,Indias bluster cant intimidate Pakistan Nisar,1285111-indias bluster cant intimidate pakistan nisar,"Pakistan will not step back from lending moral, diplomatic and political support to the Kashmiris, Nisar says.",Updated,"21 Sep, 2016","Indias bluster cant intimidate Pakistan NisarPakistan will not step back from lending moral, diplomatic and political support to the Kashmiris, Nisar says."
265,www.dawn.com/pakistan,Pakistan,Pakistan to launch remotesensing satellite in  president,1285114-pakistan to launch remote sensing satellite in 2018 president,"Aim of launching satellite is to give a boost to national development activities, says President Mamnoon.",Updated,"21 Sep, 2016","Pakistan to launch remotesensing satellite in  presidentAim of launching satellite is to give a boost to national development activities, says President Mamnoon."
266,www.dawn.com/pakistan,Pakistan,PM talks to Gen Raheel on phone,1285115-pm talks to gen raheel on phone,The prime minister and the army chief are believed to have discussed proposals that the former intends to make in UNGA.,Updated,"21 Sep, 2016",PM talks to Gen Raheel on phoneThe prime minister and the army chief are believed to have discussed proposals that the former intends to make in UNGA.
267,www.dawn.com/pakistan,Pakistan,Flights cancelled after closure of airspace over northern areas,1285118-flights cancelled after closure of airspace over northern areas,No reason given for closure of airspace.,Updated,"21 Sep, 2016",Flights cancelled after closure of airspace over northern areasNo reason given for closure of airspace.
268,www.dawn.com/pakistan,Pakistan,Pakistan backs safe dignified return of Afghan DPs says PM,1285120-pakistan backs safe dignified return of afghan dps says pm,"Pakistan has served as a generous host to millions of Afghan refugees, says Nawaz Sharif.",Updated,"21 Sep, 2016","Pakistan backs safe dignified return of Afghan DPs says PMPakistan has served as a generous host to millions of Afghan refugees, says Nawaz Sharif."
269,www.dawn.com/pakistan,Pakistan,Mengal asks govt to remove reservations over CPEC,1285121-mengal asks govt to remove reservations over cpec,BNPM would not accept any development project which would turn the Baloch people into a minority in Balochistan Mengal,Updated,"21 Sep, 2016",Mengal asks govt to remove reservations over CPECBNPM would not accept any development project which would turn the Baloch people into a minority in Balochistan Mengal
270,www.dawn.com/pakistan,Pakistan,India to participate in Saarc conference on corruption,1285122-india to participate in saarc conference on corruption,The conference will be organised by the National Accountability Bureau in collaboration with the Saarc secretariat.,Updated,"21 Sep, 2016",India to participate in Saarc conference on corruptionThe conference will be organised by the National Accountability Bureau in collaboration with the Saarc secretariat.
271,www.dawn.com/pakistan,Pakistan,Shahbaz Nisar discuss strategy,1285124-shahbaz nisar discuss strategy,Shahbaz ordered closure of PMLN offices on the route of the PTIs Raiwind march to prevent any possibility of a clash.,Updated,"21 Sep, 2016",Shahbaz Nisar discuss strategyShahbaz ordered closure of PMLN offices on the route of the PTIs Raiwind march to prevent any possibility of a clash.
272,www.dawn.com/pakistan,Pakistan,Khurshid urges PMLN to handle PTI march with care,1285125-khurshid urges pml n to handle pti march with care,Stresses need for increased diplomatic efforts on Kashmir issue,Published,"21 Sep, 2016",Khurshid urges PMLN to handle PTI march with careStresses need for increased diplomatic efforts on Kashmir issue
273,www.dawn.com/pakistan,Pakistan,PAC lacks jurisdiction to probe Panamagate,1285126-pac lacks jurisdiction to probe panamagate,"During Tuesdays proceedings, the committee was visibly divided into two blocs.",Updated,"21 Sep, 2016","PAC lacks jurisdiction to probe PanamagateDuring Tuesdays proceedings, the committee was visibly divided into two blocs."
274,www.dawn.com/pakistan,Pakistan,Turkish land forces commander calls on COAS,1285127-turkish land forces commander calls on coas,"General Salih Zeki Colak was given a briefing on operational, intelligence and training aspects of Pakistan Army.",Updated,"21 Sep, 2016","Turkish land forces commander calls on COASGeneral Salih Zeki Colak was given a briefing on operational, intelligence and training aspects of Pakistan Army."
275,www.dawn.com/world,World,Greek migrant camp torched as UN warns of deadly year,1285047-greek migrant camp torched as un warns of deadly year,"The fire at Moria is symbolic of the gaps in the European response to the refugee crisis, says Greece official.",Updated,"21 Sep, 2016","Greek migrant camp torched as UN warns of deadly yearThe fire at Moria is symbolic of the gaps in the European response to the refugee crisis, says Greece official."
276,www.dawn.com/world,World,US says truce can be salvaged as Syria sinks into chaos,1285048-us says truce can be salvaged as syria sinks into chaos,Dozens of barrel bombs dropped on Aleppo.,Updated,"21 Sep, 2016",US says truce can be salvaged as Syria sinks into chaosDozens of barrel bombs dropped on Aleppo.
277,www.dawn.com/world,World,India steps up drive against Pakistan,1285051-india steps up drive against pakistan,Doubts emerge about Saarc summit to be held in Islamabad in November,Updated,"21 Sep, 2016",India steps up drive against PakistanDoubts emerge about Saarc summit to be held in Islamabad in November
278,www.dawn.com/pakistan,Pakistan,Dr Sattarled MQM sacks four Londonbased leaders,1285040-dr sattar led mqm sacks four london based leaders,Nadeem Nusrat says Altaf Hussain remains the partys paramount leader.,Updated,"21 Sep, 2016",Dr Sattarled MQM sacks four Londonbased leadersNadeem Nusrat says Altaf Hussain remains the partys paramount leader.
279,www.dawn.com/pakistan,Pakistan,Indian claim of ceasefire violation rejected,1285041-indian claim of ceasefire violation rejected,"There was no activity on the LoC today. Indian claims are absolutely baseless, says a military official.",Updated,"21 Sep, 2016","Indian claim of ceasefire violation rejectedThere was no activity on the LoC today. Indian claims are absolutely baseless, says a military official."
280,www.dawn.com/world,World,US expresses concern over Kashmir violence,1285043-us expresses concern over kashmir violence,OIC calls upon India to stop oppression in the Valley and to work for a settlement in line with the wishes of Kashmiris.,Updated,"21 Sep, 2016",US expresses concern over Kashmir violenceOIC calls upon India to stop oppression in the Valley and to work for a settlement in line with the wishes of Kashmiris.
281,www.dawn.com/pakistan,Pakistan,Police fry suspects to fight crime,1153535-police fry suspects to fight crime,Fake encounters have been going for decades but nobody called them halffull fry in the past.,Published,"21 Sep, 2016",Police fry suspects to fight crimeFake encounters have been going for decades but nobody called them halffull fry in the past.
282,www.dawn.com/pakistan,Pakistan,Four suspected robbers allegedly affiliated with MQM arrested,1285447-four suspected robbers allegedly affiliated with mqm arrested,Gold worth Rs30 million and 210 mobile phones recovered.,Published,"22 Sep, 2016",Four suspected robbers allegedly affiliated with MQM arrestedGold worth Rs30 million and 210 mobile phones recovered.
283,www.dawn.com/pakistan,Pakistan,Senior NBP official shot dead while resisting robbery in Karachi,1285444-senior nbp official shot dead while resisting robbery in karachi,"Sevenyear old boy murdered in Shah Rasool Colony, Clifton.",Published,"22 Sep, 2016","Senior NBP official shot dead while resisting robbery in KarachiSevenyear old boy murdered in Shah Rasool Colony, Clifton."
284,www.dawn.com/world,World,Israel destroying twostate solution hopes Palestinian president to UN,1285420-israel destroying two state solution hopes palestinian president to un,"The settlements are illegal in every aspect, Abbas said.",Updated,"23 Sep, 2016","Israel destroying twostate solution hopes Palestinian president to UNThe settlements are illegal in every aspect, Abbas said."
285,www.dawn.com/pakistan,Pakistan,Judicial commission formed to probe Quetta Civil Hospital carnage,1285418-judicial commission formed to probe quetta civil hospital carnage,The commission would submit its report to the government after two months.,Published,"22 Sep, 2016",Judicial commission formed to probe Quetta Civil Hospital carnageThe commission would submit its report to the government after two months.
286,www.dawn.com/sport,Sport,Brendon McCullum replaces Azhar Ali as skipper of Lahore Qalandars,1285417-brendon mccullum replaces azhar ali as skipper of lahore qalandars,"""McCullum, along with leading the side, will also work as a batting mentor for Lahore Qalandars,"" says Aaqib Javed.",Published,"22 Sep, 2016","Brendon McCullum replaces Azhar Ali as skipper of Lahore Qalandars""McCullum, along with leading the side, will also work as a batting mentor for Lahore Qalandars,"" says Aaqib Javed."
287,www.dawn.com/world,World,Saudi air strikes kill  civilians in Yemen port,1285419-saudi air strikes kill 20 civilians in yemen port,Air strikes by the Saudiled coalition are suspected of causing around half of all civilian deaths in Yemen.,Published,"22 Sep, 2016",Saudi air strikes kill  civilians in Yemen portAir strikes by the Saudiled coalition are suspected of causing around half of all civilian deaths in Yemen.
288,www.dawn.com/world,World,Welfare cuts led to deaths of  children from malnutrition in Indias Maharashtra state,1285416-welfare cuts led to deaths of 600 children from malnutrition in indias maharashtra state,"We are not even 100 km from Mumbai, the big financial hub, yet we have children dying of hunger.",Published,"22 Sep, 2016","Welfare cuts led to deaths of  children from malnutrition in Indias Maharashtra stateWe are not even 100 km from Mumbai, the big financial hub, yet we have children dying of hunger."
289,www.dawn.com/world,World,Without land we have no power Indian Dalit land rights activist fights for dignity,1285415-without land we have no power indian dalit land rights activist fights for dignity,"We are asking for just five acres of land for each landless Dalit family, which is legally their due.",Published,"22 Sep, 2016","Without land we have no power Indian Dalit land rights activist fights for dignityWe are asking for just five acres of land for each landless Dalit family, which is legally their due."
290,www.dawn.com/pakistan,Pakistan,Army chief signs death warrants of seven hardcore terrorists,1285413-army chief signs death warrants of seven hardcore terrorists,The ISPR statement said the convicts have admitted their offenses in the trial court.,Updated,"22 Sep, 2016",Army chief signs death warrants of seven hardcore terroristsThe ISPR statement said the convicts have admitted their offenses in the trial court.
291,www.dawn.com/world,World,Indian police rearrest Kashmirs rights activist under controversial security law,1285412-indian police rearrest kashmirs rights activist under controversial security law,"Khurram Parvez was prevented by India from travelling to Geneva, where he was to brief UN about the strifetorn region.",Published,"22 Sep, 2016","Indian police rearrest Kashmirs rights activist under controversial security lawKhurram Parvez was prevented by India from travelling to Geneva, where he was to brief UN about the strifetorn region."
292,www.dawn.com/pakistan,Pakistan,Madam Noorjehans music is eternal Journey through GuleDaudi,1285409-madam noorjehans music is eternal journey through gul e daudi,Umar Riaz's film premieres on MalikaeTarannum's birth anniversary,Updated,"22 Sep, 2016",Madam Noorjehans music is eternal Journey through GuleDaudiUmar Riaz's film premieres on MalikaeTarannum's birth anniversary
293,www.dawn.com/sport,Sport,NZ bowlers Santner Boult share six wickets to restrict India to  during th Test,1285408-nz bowlers santner boult share six wickets to restrict india to 291 during 500th test,India looked set for a big first innings total but Santner and Boult wreaked havoc with a new ball to peg back hosts.,Published,"22 Sep, 2016",NZ bowlers Santner Boult share six wickets to restrict India to  during th TestIndia looked set for a big first innings total but Santner and Boult wreaked havoc with a new ball to peg back hosts.
294,www.dawn.com/pakistan,Pakistan,Snowden warns users against Googles smart Allo Chat messaging app,1285399-snowden warns users against googles smart allo chat messaging app,"Snowden calls Allo an ""app that records every message you ever send and makes it available to police upon request.""",Published,"22 Sep, 2016","Snowden warns users against Googles smart Allo Chat messaging appSnowden calls Allo an ""app that records every message you ever send and makes it available to police upon request."""
295,www.dawn.com/pakistan,Pakistan,PIA flights can now be booked online at Expedia,1285398-pia flights can now be booked online at expedia,PIA spokesman terms development 'a milestone'.,Published,"22 Sep, 2016",PIA flights can now be booked online at ExpediaPIA spokesman terms development 'a milestone'.
296,www.dawn.com/world,World,Afghanistan inks peace deal with Gulbuddin Hekmatyar,1285401-afghanistan inks peace deal with gulbuddin hekmatyar,Deal with Hekmatyar's HezbiIslami militant group is Afghan govt's latest step in reviving 'peace talks' with Taliban.,Updated,"22 Sep, 2016",Afghanistan inks peace deal with Gulbuddin HekmatyarDeal with Hekmatyar's HezbiIslami militant group is Afghan govt's latest step in reviving 'peace talks' with Taliban.
297,www.dawn.com/world,World,India needs more than Rafale jets to match China experts,1285397-india needs more than rafale jets to match china experts,An agreement to buy 36 cutting edge Rafale jets is a part of the 100billion upgrade to face up to China.,Published,"22 Sep, 2016",India needs more than Rafale jets to match China expertsAn agreement to buy 36 cutting edge Rafale jets is a part of the 100billion upgrade to face up to China.
298,www.dawn.com/pakistan,Pakistan,Brahamdaghs asylum request indicates India involved in terrorism in Balochistan,1285402-brahamdaghs asylum request indicates india involved in terrorism in balochistan,"Sartaj Aziz says Pakistan ready for unconditional talks with India, armed forces fully capable of defending Pakistan.",Updated,"22 Sep, 2016","Brahamdaghs asylum request indicates India involved in terrorism in BalochistanSartaj Aziz says Pakistan ready for unconditional talks with India, armed forces fully capable of defending Pakistan."
299,www.dawn.com/pakistan,Pakistan,Iran wants to be part of CPEC says Rouhani,1285404-iran wants to be part of cpec says rouhani,Iran's president says there is need for PakIran defence cooperation.,Updated,"21 Jun, 2017",Iran wants to be part of CPEC says RouhaniIran's president says there is need for PakIran defence cooperation.
300,www.dawn.com/world,World,Angelina JolieBrad Pitt divorce could drag on for years,1176283-this just in angelina jolie brad pitt divorce could drag on for years,This could get messy,Published,"22 Sep, 2016",Angelina JolieBrad Pitt divorce could drag on for yearsThis could get messy
301,www.dawn.com/pakistan,Pakistan,We see Pakistan as a terrorist state India replies to Nawazs UNGA address,1285400-we see pakistan as a terrorist state india replies to nawazs unga address,"No amount of verbiage used by the Indian delegation can obfuscate the reality of Kashmir, says Pakistani diplomat.",Updated,"22 Sep, 2016","We see Pakistan as a terrorist state India replies to Nawazs UNGA addressNo amount of verbiage used by the Indian delegation can obfuscate the reality of Kashmir, says Pakistani diplomat."
302,www.dawn.com/pakistan,Pakistan,Pakistani startup doctHERs wins Unicef award for improving womens lives,1285396-pakistani startup docthers wins unicef award for improving womens lives,doctHERs creates a marketplace where female doctors can access patients remotely.,Published,"22 Sep, 2016",Pakistani startup doctHERs wins Unicef award for improving womens livesdoctHERs creates a marketplace where female doctors can access patients remotely.
303,www.dawn.com/world,World,Zuckerberg Chan pledge bn to end disease,1285392-zuckerberg chan pledge 3bn to end disease,"The goal is to ""cure, prevent or manage all diseases"" in the next 80 or so years.",Published,"22 Sep, 2016","Zuckerberg Chan pledge bn to end diseaseThe goal is to ""cure, prevent or manage all diseases"" in the next 80 or so years."
304,www.dawn.com/world,World,Fawad Khan to play Virat Kohli in MS Dhoni biopic,1176281-fawad khan to play virat kohli in ms dhoni biopic,Fans just want him in every film,Published,"22 Sep, 2016",Fawad Khan to play Virat Kohli in MS Dhoni biopicFans just want him in every film
305,www.dawn.com/pakistan,Pakistan,After Uri attack Pakistan must get the focus back on plight of Kashmiris,1285226-pak india media war,It is Pakistan's interests to investigate any claims of incidents of terrorism allegedly traced back to its soil.,Published,"22 Sep, 2016",After Uri attack Pakistan must get the focus back on plight of KashmirisIt is Pakistan's interests to investigate any claims of incidents of terrorism allegedly traced back to its soil.
306,www.dawn.com/pakistan,Pakistan,Defending the underdogs Karachi vets criticise mass culling,1285384-defending the underdogs karachi vets criticise mass culling,Activists and veterinarians are fighting to improve conditions for the stray animal population in the city.,Published,"22 Sep, 2016",Defending the underdogs Karachi vets criticise mass cullingActivists and veterinarians are fighting to improve conditions for the stray animal population in the city.
307,www.dawn.com/pakistan,Pakistan,Nawaz gives UN chief dossier on Indian human rights violations in held Kashmir,1285390-nawaz gives un chief dossier on indian human rights violations in held kashmir,UN secretary general expresses shock over photos of pellet gun victims.,Updated,"22 Sep, 2016",Nawaz gives UN chief dossier on Indian human rights violations in held KashmirUN secretary general expresses shock over photos of pellet gun victims.
308,www.dawn.com/pakistan,Pakistan,Anjum Shahzads MaheMir to be Pakistans submission for Oscars ,1176279-anjum shahzads mah e mir to be pakistans submission for oscars 2017,The movie was selected by way of a secret ballot and was the overwhelming film of choice of the Committee members,Published,"22 Sep, 2016",Anjum Shahzads MaheMir to be Pakistans submission for Oscars The movie was selected by way of a secret ballot and was the overwhelming film of choice of the Committee members
309,www.dawn.com/pakistan,Pakistan,Brahamdagh Bugti slams the door on reconciliation with India asylum request,1285224-bugtis asylum request,Problems that Balochistan faces will not go away by involving hostile foreign countries in a domestic political issue.,Updated,"22 Sep, 2016",Brahamdagh Bugti slams the door on reconciliation with India asylum requestProblems that Balochistan faces will not go away by involving hostile foreign countries in a domestic political issue.
310,www.dawn.com/business,Business,California Pizza launches a ranchy new flavour,1285387-california pizza launches a ranchy new flavour,Here's a taste of the outlet's new offering,Updated,"10 Feb, 2017",California Pizza launches a ranchy new flavourHere's a taste of the outlet's new offering
311,www.dawn.com/pakistan,Pakistan,The poor state of Pakistans healthcare system,1285181-the poor state of pakistans healthcare system,Dawn's special coverage of the Sustainable Development Goals 20152030 continues.,Published,"22 Sep, 2016",The poor state of Pakistans healthcare systemDawn's special coverage of the Sustainable Development Goals 20152030 continues.
312,www.dawn.com/pakistan,Pakistan,PAF exercise fuels IndoPak escalation fears drives stocks down,1285317-exercise fuels indo pak escalation fears drives stocks down?preview,"Airspace, motorway closure for PAFs Highmark drives speculation on social, mainstream media.",Published,"22 Sep, 2016","PAF exercise fuels IndoPak escalation fears drives stocks downAirspace, motorway closure for PAFs Highmark drives speculation on social, mainstream media."
313,www.dawn.com/pakistan,Pakistan,Leaks reveal another  Pakistanis own offshore firms in Bahamas,1285320-leaks reveal another 150 pakistanis own offshore firms?preview,Son of former federal minister and exJI senator among those named in the fresh data.,Published,"22 Sep, 2016",Leaks reveal another  Pakistanis own offshore firms in BahamasSon of former federal minister and exJI senator among those named in the fresh data.
314,www.dawn.com/pakistan,Pakistan,PHC disposes of habeas corpus petition,1285344-phc disposes of habeas corpus petition,Punjab home dept insists detainee killed in Raiwind encounter was Al Qaeda member.,Updated,"22 Sep, 2016",PHC disposes of habeas corpus petitionPunjab home dept insists detainee killed in Raiwind encounter was Al Qaeda member.
315,www.dawn.com/pakistan,Pakistan,Fazl calls for Afghans repatriation with dignity,1285359-fazl calls for afghans repatriation with dignity,Fazlur Rehman has shown serious reservations about 'hasty' repatriation of Afghan refugees.,Updated,"22 Sep, 2016",Fazl calls for Afghans repatriation with dignityFazlur Rehman has shown serious reservations about 'hasty' repatriation of Afghan refugees.
316,www.dawn.com/pakistan,Pakistan,HEC closes  PhD  MPhil programmes,1285367-hec closes 31 phd 26 mphil programmes,"'Despite having a limited role in regulating universities, the HEC closed down 57 programmes in various universities.'",Updated,"22 Sep, 2016","HEC closes  PhD  MPhil programmes'Despite having a limited role in regulating universities, the HEC closed down 57 programmes in various universities.'"
317,www.dawn.com/pakistan,Pakistan,Mixed martial arts gives you freedom to strike opponent however you like,1285369-mixed martial arts gives you freedom to strike opponent however you like,"If I can make it, the plan is to compete in the Ultimate Fighting Championship, says Uloomi Karim.",Updated,"22 Sep, 2016","Mixed martial arts gives you freedom to strike opponent however you likeIf I can make it, the plan is to compete in the Ultimate Fighting Championship, says Uloomi Karim."
318,www.dawn.com/pakistan,Pakistan,ECP warns Imran against addressing rally in Taxila,1285381-ecp warns imran against addressing rally in taxila,"Under electoral rules, no MNA can campaign for candidates after announcement of poll schedule.",Updated,"22 Sep, 2016","ECP warns Imran against addressing rally in TaxilaUnder electoral rules, no MNA can campaign for candidates after announcement of poll schedule."
319,www.dawn.com/pakistan,Pakistan,Erosion makes people homeless,1285296-erosion makes people homeless,"'Acres of agriculture land have been eroded by the Indus river, the damage has been done 4km towards Layyah city.'",Updated,"22 Sep, 2016","Erosion makes people homeless'Acres of agriculture land have been eroded by the Indus river, the damage has been done 4km towards Layyah city.'"
320,www.dawn.com/pakistan,Pakistan,Robbery suspect handed over to police killed in encounter,1285299-robbery suspect handed over to police killed in encounter,Locals say they have a footage of the robber being taken away in a police van.,Updated,"22 Sep, 2016",Robbery suspect handed over to police killed in encounterLocals say they have a footage of the robber being taken away in a police van.
321,www.dawn.com/pakistan,Pakistan,PTI lawmakers being given targets for march,1285312-pti lawmakers being given targets for march,"Each MPA will bring along at least 500 protesters, arrange food and transport for them.",Updated,"22 Sep, 2016","PTI lawmakers being given targets for marchEach MPA will bring along at least 500 protesters, arrange food and transport for them."
322,www.dawn.com/pakistan,Pakistan,Strategy evolved for Sept  Govt to wait and watch till PTI oversteps legal boundaries,1285318-strategy evolved for sept 30 govt to wait and watch till pti oversteps legal boundaries,PMLN cadres barred from any emotional response,Published,"22 Sep, 2016",Strategy evolved for Sept  Govt to wait and watch till PTI oversteps legal boundariesPMLN cadres barred from any emotional response
323,www.dawn.com/pakistan,Pakistan,Younis Khan hospitalised for suspected dengue,1285257-younis khan hospitalised for suspected dengue,"Younis' platelets had dropped alarmingly, but doctors have not confirmed whether he is a victim of dengue.",Updated,"22 Sep, 2016","Younis Khan hospitalised for suspected dengueYounis' platelets had dropped alarmingly, but doctors have not confirmed whether he is a victim of dengue."
324,www.dawn.com/pakistan,Pakistan,Vohra seeks Karachis due financial share,1285265-vohra seeks karachis due financial share,"It is ironic that 90 per cent of citizens here dont pay municipality tax, says Arshad Vohra.",Updated,"22 Sep, 2016","Vohra seeks Karachis due financial shareIt is ironic that 90 per cent of citizens here dont pay municipality tax, says Arshad Vohra."
325,www.dawn.com/pakistan,Pakistan,Pod of humpback whales sighted off Karachi coast,1285268-pod of humpback whales sighted off karachi coast,This is the first time that more than one humpback whale has been observed along the Pakistan coast.,Updated,"22 Sep, 2016",Pod of humpback whales sighted off Karachi coastThis is the first time that more than one humpback whale has been observed along the Pakistan coast.
326,www.dawn.com/world,World,Failing Syria truce fuels question of whether it ever had chance,1285244-failing syria truce fuels question of whether it ever had chance,Unravelling of the ceasefire has highlighted the difficulties of waging diplomacy to subdue the conflict.,Updated,"22 Sep, 2016",Failing Syria truce fuels question of whether it ever had chanceUnravelling of the ceasefire has highlighted the difficulties of waging diplomacy to subdue the conflict.
327,www.dawn.com/world,World,Iran parades new weapons at time of Gulf tension with US,1285253-iran parades new weapons at time of gulf tension with us,Iran marks the anniversary of its 1980 invasion by Iraq with a show of its military strength.,Updated,"22 Sep, 2016",Iran parades new weapons at time of Gulf tension with USIran marks the anniversary of its 1980 invasion by Iraq with a show of its military strength.
328,www.dawn.com/world,World,Canada schools evacuated over bomb threats,1285255-canada schools evacuated over bomb threats,"60 schools and universities evacuated after bomb threats received from unknown group, reported to be a hoax.",Updated,"22 Sep, 2016","Canada schools evacuated over bomb threats60 schools and universities evacuated after bomb threats received from unknown group, reported to be a hoax."
329,www.dawn.com/sport,Sport,Afridi deserves farewell match says Inzamam,1285204-afridi deserves farewell match says inzamam,"Afridi deserves match ""so that he can announce his retirement properly and retire in a befitting manner.""",Updated,"22 Sep, 2016","Afridi deserves farewell match says InzamamAfridi deserves match ""so that he can announce his retirement properly and retire in a befitting manner."""
330,www.dawn.com/sport,Sport,Pakistan must satisfy on security to host teams ICC,1285206-pakistan must satisfy on security to host teams icc,"""Pretty soon we'll get to a situation where teams are willing to play international cricket in Pakistan.""",Updated,"22 Sep, 2016","Pakistan must satisfy on security to host teams ICC""Pretty soon we'll get to a situation where teams are willing to play international cricket in Pakistan."""
331,www.dawn.com/business,Business,Tesla sued in Norway over sluggish cars,1285209-tesla sued in norway over sluggish cars,"The 126 plaintiffs claim their electric vehicles dont accelerate from 0 to 100 kph in 3.3 seconds, as marketed.",Updated,"22 Sep, 2016","Tesla sued in Norway over sluggish carsThe 126 plaintiffs claim their electric vehicles dont accelerate from 0 to 100 kph in 3.3 seconds, as marketed."
332,www.dawn.com/business,Business,Gold ticks higher,1285211-gold ticks higher,"Spot gold remains neutral in a range of 1,3131,319 per ounce, only an escape from this zone could give it a direction",Updated,"22 Sep, 2016","Gold ticks higherSpot gold remains neutral in a range of 1,3131,319 per ounce, only an escape from this zone could give it a direction"
333,www.dawn.com/business,Business,Zero loadshedding at industrial estates a priority,1285213-zero load shedding at industrial estates a priority,PIEDMC Chairman Rizwan Khalid Butt announced setting up of Chunian Industrial Estate.,Updated,"22 Sep, 2016",Zero loadshedding at industrial estates a priorityPIEDMC Chairman Rizwan Khalid Butt announced setting up of Chunian Industrial Estate.
334,www.dawn.com/business,Business,Cotton price rises on sustained demand,1285214-cotton price rises on sustained demand,Floor brokers said buyers have also moved forward to replenish their stocks on higher arrivals of phutti seed cotton.,Updated,"22 Sep, 2016",Cotton price rises on sustained demandFloor brokers said buyers have also moved forward to replenish their stocks on higher arrivals of phutti seed cotton.
335,www.dawn.com/business,Business,WB approves financing to scale up Tarbelas power generation capacity,1285216-wb approves financing to scale up tarbelas power generation capacity,"The project will be financed by the IBRD, with a variable spread, 20year maturity, including a sixyear grace period.",Updated,"22 Sep, 2016","WB approves financing to scale up Tarbelas power generation capacityThe project will be financed by the IBRD, with a variable spread, 20year maturity, including a sixyear grace period."
336,www.dawn.com/business,Business,Stocks plunge  points as solo investors flee,1285217-stocks plunge 569 points as solo investors flee,"The decline wiped out almost the entire gains of 1.52pc recorded this month. The index stood at 39,771 at the close.",Updated,"22 Sep, 2016","Stocks plunge  points as solo investors fleeThe decline wiped out almost the entire gains of 1.52pc recorded this month. The index stood at 39,771 at the close."
337,www.dawn.com/business,Business,Airbus gets licence to deliver planes to Iran,1285218-airbus gets licence to deliver planes to iran,PARIS Airbus said Wednesday it had obtained a first licence from the United States to supply passenger jets to ...,Published,"22 Sep, 2016",Airbus gets licence to deliver planes to IranPARIS Airbus said Wednesday it had obtained a first licence from the United States to supply passenger jets to ...
338,www.dawn.com/business,Business,Committee on real estate proposed,1285220-committee on real estate proposed,The SECPSBP coordination committees quarterly meeting also discussed the draft Bond Pricing Agency Rules 2016.,Updated,"22 Sep, 2016",Committee on real estate proposedThe SECPSBP coordination committees quarterly meeting also discussed the draft Bond Pricing Agency Rules 2016.
339,www.dawn.com/business,Business,JulyAug current account  deficit nearly doubles,1285221-july aug current account deficit nearly doubles,Falling exports have widened the trade gap.,Updated,"22 Sep, 2016",JulyAug current account  deficit nearly doublesFalling exports have widened the trade gap.
