,text-3 href,text-3,story__link,story__link href,story__excerpt,timestamp--label,timestamp--time,Concatenated_Columns
123,www.dawn.com/pakistan,Pakistan,Rangers unimpressed by Waseem Akhtars apology,1284616-rangers unimpressed by waseem akhtars apology,'Rangers chief considered Mr Akhtars media talk as an attempt to make the ongoing Rangersled operation controversial.',Updated,"19 Sep, 2016",Rangers unimpressed by Waseem Akhtars apology'Rangers chief considered Mr Akhtars media talk as an attempt to make the ongoing Rangersled operation controversial.'
124,www.dawn.com/pakistan,Pakistan,Newborn girl kidnapped at ASH,1284619-newborn girl kidnapped at ash,The police were trying to ascertain the identity of the woman kidnapper.,Updated,"19 Sep, 2016",Newborn girl kidnapped at ASHThe police were trying to ascertain the identity of the woman kidnapper.
125,www.dawn.com/business,Business,Whistleblowers prefer to keep lips sealed,1284623-whistleblowers prefer to keep lips sealed,"Under the Competition Regulation, 2014 whistleblowers are eligible for rewards ranging from Rs200,000 to Rs2m",Updated,"19 Sep, 2016","Whistleblowers prefer to keep lips sealedUnder the Competition Regulation, 2014 whistleblowers are eligible for rewards ranging from Rs200,000 to Rs2m"
126,www.dawn.com/business,Business,Money Market Bank borrowing falls,1284624-money market bank borrowing falls,"Government raised Rs77.57bn from the auction of Market Treasury Bills, missing its target of Rs100.0bn.",Updated,"19 Sep, 2016","Money Market Bank borrowing fallsGovernment raised Rs77.57bn from the auction of Market Treasury Bills, missing its target of Rs100.0bn."
127,www.dawn.com/business,Business,Pakistans derivatives markets,1284625-pakistans derivatives markets,Investors interest in the countrys exchangetraded financial and commoditiesbased derivatives remains marginal,Updated,"19 Sep, 2016",Pakistans derivatives marketsInvestors interest in the countrys exchangetraded financial and commoditiesbased derivatives remains marginal
128,www.dawn.com/business,Business,Banks ignore nontraditional SMEs,1284626-banks ignore non traditional smes,Only 5.3pc of all SMEs had regular access to bank finance by the end of CY15.,Updated,"19 Sep, 2016",Banks ignore nontraditional SMEsOnly 5.3pc of all SMEs had regular access to bank finance by the end of CY15.
129,www.dawn.com/business,Business,Rupee report Rupee gains against dollar,1284627-rupee report rupee gains against dollar,"The rupee closed the week at Rs104.61 and Rs104.63, gaining two paisas against the dollar.",Updated,"19 Sep, 2016","Rupee report Rupee gains against dollarThe rupee closed the week at Rs104.61 and Rs104.63, gaining two paisas against the dollar."
130,www.dawn.com/business,Business,A balance shift,1284628-a balance shift,ECC challenges Super Court ruling barring it from executing decisions without approval of the cabinet.,Updated,"19 Sep, 2016",A balance shiftECC challenges Super Court ruling barring it from executing decisions without approval of the cabinet.
131,www.dawn.com/business,Business,Economic report card yea or nay,1284629-economic report card yea or nay,"IMF feels that  economy is in a much better shape now than it was over three years ago, with a 4.7pc growth rate.",Updated,"19 Sep, 2016","Economic report card yea or nayIMF feels that  economy is in a much better shape now than it was over three years ago, with a 4.7pc growth rate."
132,www.dawn.com/pakistan,Pakistan,Incentives luring foreign investors to KP Khattak,1284662-incentives luring foreign investors to kp khattak,CM says KP government is sincere in efforts to promote industrial sector in the province.,Updated,"19 Sep, 2016",Incentives luring foreign investors to KP KhattakCM says KP government is sincere in efforts to promote industrial sector in the province.
133,www.dawn.com/pakistan,Pakistan,NGOs asked to inform Fata health directorate before starting projects,1284668-ngos asked to inform fata health directorate before starting projects,"No NGO will be allowed to operate without an NOC from Army and a signed MoU with the directorate of health, Fata.",Updated,"19 Sep, 2016","NGOs asked to inform Fata health directorate before starting projectsNo NGO will be allowed to operate without an NOC from Army and a signed MoU with the directorate of health, Fata."
134,www.dawn.com/pakistan,Pakistan,Tortured by stepmother minor girl dies in hospital,1284669-tortured by stepmother minor girl dies in hospital,"The girl, 6, was shifted to Ayub Teaching Hospital Abbottabad by her uncle and grandfather in critical condition.",Updated,"19 Sep, 2016","Tortured by stepmother minor girl dies in hospitalThe girl, 6, was shifted to Ayub Teaching Hospital Abbottabad by her uncle and grandfather in critical condition."
135,www.dawn.com/pakistan,Pakistan,Kidnappers belonged to Al Qaeda Punjab Ali Haider Gilani,1284677-kidnappers belonged to al qaeda punjab ali haider gilani,"The nation will have to unite to combat terrorism, says Haider Gilani.",Updated,"19 Sep, 2016","Kidnappers belonged to Al Qaeda Punjab Ali Haider GilaniThe nation will have to unite to combat terrorism, says Haider Gilani."
136,www.dawn.com/pakistan,Pakistan,PTIs march on Raiwind PMLN to stick to carrot approach,1284691-ptis march on raiwind pml n to stick to carrot approach,A senior official says the government would handle the rally softly.,Updated,"19 Sep, 2016",PTIs march on Raiwind PMLN to stick to carrot approachA senior official says the government would handle the rally softly.
137,www.dawn.com/world,World,In Turkeys Konya prosperity root of Erdogan popularity,1284596-in turkeys konya prosperity root of erdogan popularity,The July 15 attempted coup only appears to have further bolstered the presidents popularity in the city.,Updated,"19 Sep, 2016",In Turkeys Konya prosperity root of Erdogan popularityThe July 15 attempted coup only appears to have further bolstered the presidents popularity in the city.
138,www.dawn.com/world,World,Brexit What Brexit EU on cruise control,1284597-brexit what brexit eu on cruise control,Britains plan to leave the European Union was at the heart of the meeting of the 27 other member states in Slovakia.,Updated,"19 Sep, 2016",Brexit What Brexit EU on cruise controlBritains plan to leave the European Union was at the heart of the meeting of the 27 other member states in Slovakia.
139,www.dawn.com/world,World,Saudis accuse Iran of supplying weapons to Yemen rebels,1284703-saudis accuse iran of supplying weapons to yemen rebels,KSA urges the UN Security Council to impose sanctions on Tehran for violating an arms embargo.,Updated,"19 Sep, 2016",Saudis accuse Iran of supplying weapons to Yemen rebelsKSA urges the UN Security Council to impose sanctions on Tehran for violating an arms embargo.
140,www.dawn.com/world,World,pc of French Muslims oppose secular laws study,1284707-24pc of french muslims oppose secular laws study,Around 60 per cent of Muslims in France feel that girls should nonetheless be allowed to wear the headscarf in school.,Updated,"19 Sep, 2016",pc of French Muslims oppose secular laws studyAround 60 per cent of Muslims in France feel that girls should nonetheless be allowed to wear the headscarf in school.
141,www.dawn.com/world,World,Syria truce in danger after US strike,1284709-syria truce in danger after us strike,"Sunday was the deadliest day of the truce so far, said the Syrian Observatory for Human Rights.",Updated,"19 Sep, 2016","Syria truce in danger after US strikeSunday was the deadliest day of the truce so far, said the Syrian Observatory for Human Rights."
142,www.dawn.com/pakistan,Pakistan,Raiwind march on th declares Imran,1284711-raiwind march on 30th declares imran,PTI chief calls for party unity amid evident fissures,Updated,"19 Sep, 2016",Raiwind march on th declares ImranPTI chief calls for party unity amid evident fissures
143,www.dawn.com/pakistan,Pakistan,Three army men gunned down in Peshawar,1284713-three army men gunned down in peshawar,"The army men were coming from a military dairy farm by van when they came under fire, SP Rural Shaukat Khan said.",Updated,"19 Sep, 2016","Three army men gunned down in PeshawarThe army men were coming from a military dairy farm by van when they came under fire, SP Rural Shaukat Khan said."
144,www.dawn.com/pakistan,Pakistan,AJK PM orders free delivery of lifesaving drugs in public hospitals,1284716-ajk pm orders free delivery of life saving drugs in public hospitals,Farooq Haider explains his priorities to journalists.,Updated,"19 Sep, 2016",AJK PM orders free delivery of lifesaving drugs in public hospitalsFarooq Haider explains his priorities to journalists.
145,www.dawn.com/pakistan,Pakistan,PTI wants to create anarchy says  PMLN leader,1284717-pti wants to create anarchy says pml n leader,PMLN leader says such protests may create hurdles in the implementation of the ChinaPakistan Economic Corridor.,Updated,"19 Sep, 2016",PTI wants to create anarchy says  PMLN leaderPMLN leader says such protests may create hurdles in the implementation of the ChinaPakistan Economic Corridor.
146,www.dawn.com/pakistan,Pakistan,Alvi unsure about effectiveness of OECD convention,1284719-alvi unsure about effectiveness of oecd convention,PTI leader says that the govts response to Panama Papers leaks indicates its non serious attitude to the issue.,Updated,"19 Sep, 2016",Alvi unsure about effectiveness of OECD conventionPTI leader says that the govts response to Panama Papers leaks indicates its non serious attitude to the issue.
147,www.dawn.com/pakistan,Pakistan,Sharif arrives for UNGA amid renewed tensions with India,1284721-sharif arrives for unga amid renewed tensions with india,India is expected to raise the Baloch issue to counter Pakistans position on Kashmir.,Published,"19 Sep, 2016",Sharif arrives for UNGA amid renewed tensions with IndiaIndia is expected to raise the Baloch issue to counter Pakistans position on Kashmir.
148,www.dawn.com/pakistan,Pakistan,Border security discussed,1284722-border security discussed,'Tribal people living along the PakAfghan border always play their due role in making the countrys defence stronger.',Updated,"19 Sep, 2016",Border security discussed'Tribal people living along the PakAfghan border always play their due role in making the countrys defence stronger.'
149,www.dawn.com/pakistan,Pakistan,Civilmilitary differences hold up CPEC security plan,1284724-civil military differences hold up cpec security plan,"It is feared that the issue, if not resolved at the earliest, could potentially affect the CPEC timelines.",Updated,"19 Sep, 2016","Civilmilitary differences hold up CPEC security planIt is feared that the issue, if not resolved at the earliest, could potentially affect the CPEC timelines."
150,www.dawn.com/sport,Sport,Cricketloving city girls find handy playing outlet,1284582-cricket loving city girls find handy playing outlet,The famous Kokan Ground in Karachis Bahadurabad area saw on Sunday a threeday long event Khelo Kricket come to an end.,Published,"19 Sep, 2016",Cricketloving city girls find handy playing outletThe famous Kokan Ground in Karachis Bahadurabad area saw on Sunday a threeday long event Khelo Kricket come to an end.
151,www.dawn.com/sport,Sport,BCCI opens tender process for IPL broadcast rights,1284580-bcci opens tender process for ipl broadcast rights,BCCI chief Anurag Thakur called the bid historic as he presented the layout of the tender bids terms and conditions.,Published,"19 Sep, 2016",BCCI opens tender process for IPL broadcast rightsBCCI chief Anurag Thakur called the bid historic as he presented the layout of the tender bids terms and conditions.
152,www.dawn.com/sport,Sport,New Pakistan manager hopes to have rapport with players,1284592-new pakistan manager hopes to have rapport with players,Wasim Bari pledged to develop camaraderie among members of the national side during series against West Indies in UAE.,Published,"19 Sep, 2016",New Pakistan manager hopes to have rapport with playersWasim Bari pledged to develop camaraderie among members of the national side during series against West Indies in UAE.
153,www.dawn.com/sport,Sport,Afridis farewell put on hold  for now,1284593-afridis farewell put on hold for now,Shahid Afridis dream of being accorded a graceful retirement has been abruptly put on a backburner.,Published,"19 Sep, 2016",Afridis farewell put on hold  for nowShahid Afridis dream of being accorded a graceful retirement has been abruptly put on a backburner.
154,www.dawn.com/world,World,Hundreds of Qatar migrant workers unpaid for months,1284979-hundreds of qatar migrant workers unpaid for months,"Indians comprise the largest single group of expatriates in Qatar, numbering around 545,000.",Published,"20 Sep, 2016","Hundreds of Qatar migrant workers unpaid for monthsIndians comprise the largest single group of expatriates in Qatar, numbering around 545,000."
155,www.dawn.com/world,World,Spanish Muslim student wins fight to study with hijab,1284971-spanish muslim student wins fight to study with hijab,"""I am more than happy because the only thing I wanted was to exercise my right to study, says Takwa Rejeb.",Published,"20 Sep, 2016","Spanish Muslim student wins fight to study with hijab""I am more than happy because the only thing I wanted was to exercise my right to study, says Takwa Rejeb."
156,www.dawn.com/world,World,Pope Francis slams deafening silence of indifference to war victims,1284970-pope francis slams deafening silence of indifference to war victims,"As we pray, it would be good if we all felt shame that humans, our brothers and sisters, are capable of doing this.",Published,"20 Sep, 2016","Pope Francis slams deafening silence of indifference to war victimsAs we pray, it would be good if we all felt shame that humans, our brothers and sisters, are capable of doing this."
157,www.dawn.com/world,World,Turkey jails  students over  antiErdogan protest,1284969-turkey jails 45 students over 2012 anti erdogan protest,The court in the capital Ankara sentenced each of the students to 10 months imprisonment.,Published,"20 Sep, 2016",Turkey jails  students over  antiErdogan protestThe court in the capital Ankara sentenced each of the students to 10 months imprisonment.
158,www.dawn.com/world,World,August shatters global heat records for th month in a row,1284968-august shatters global heat records for 16th month in a row,The string of unusual heat across land and sea surfaces is the longest such streak in the 137year record.,Published,"20 Sep, 2016",August shatters global heat records for th month in a rowThe string of unusual heat across land and sea surfaces is the longest such streak in the 137year record.
159,www.dawn.com/world,World,Two out of five people in Somalia dont have enough food to eat UN,1284967-two out of five people in somalia dont have enough food to eat un,"Latest figures represent an increase of 300,000 food insecure people since Feb, says UN's humanitarian affairs office.",Published,"20 Sep, 2016","Two out of five people in Somalia dont have enough food to eat UNLatest figures represent an increase of 300,000 food insecure people since Feb, says UN's humanitarian affairs office."
160,www.dawn.com/world,World,Angelina Jolie files for divorce from Brad Pitt,1176273-angelina jolie files for divorce from brad pitt,The Hollywood couple have been together for 12 years,Published,"20 Sep, 2016",Angelina Jolie files for divorce from Brad PittThe Hollywood couple have been together for 12 years
161,www.dawn.com/world,World,Russia trying to recover past glory through force says Obama,1284966-russia trying to recover past glory through force says obama,"Obama, in his final address to UNGA, insists diplomacy is the only way to end the brutal fiveyear conflict in Syria.",Updated,"20 Sep, 2016","Russia trying to recover past glory through force says ObamaObama, in his final address to UNGA, insists diplomacy is the only way to end the brutal fiveyear conflict in Syria."
162,www.dawn.com/pakistan,Pakistan,MQMs Nadeem Nusrat rejects minus Altaf formula,1284964-mqms nadeem nusrat rejects minus altaf formula,Leaders in Pakistan dissociates itself from London based leadership following the August 22 speech.,Updated,"20 Sep, 2016",MQMs Nadeem Nusrat rejects minus Altaf formulaLeaders in Pakistan dissociates itself from London based leadership following the August 22 speech.
163,www.dawn.com/pakistan,Pakistan,Two children killed as seminary roof collapses in Karachi,1284963-two children killed as seminary roof collapses in karachi,Injured and bodies were shifted to Jinnah Postgraduate Medical Center.,Updated,"20 Sep, 2016",Two children killed as seminary roof collapses in KarachiInjured and bodies were shifted to Jinnah Postgraduate Medical Center.
164,www.dawn.com/world,World,Two more Turkish troops killed in Syria,1284962-two more turkish troops killed in syria,"Erdogan said Turkey could create a 5,000squarekilometre safe zone in Syria.",Published,"20 Sep, 2016","Two more Turkish troops killed in SyriaErdogan said Turkey could create a 5,000squarekilometre safe zone in Syria."
165,www.dawn.com/pakistan,Pakistan,The blinding spiral in Kashmir,1284753-the blinding spiral in kashmir,"For all the flaunting of Mahatma Gandhis name, India has revealed a gargantuan appetite for inflicting violence.",Published,"20 Sep, 2016","The blinding spiral in KashmirFor all the flaunting of Mahatma Gandhis name, India has revealed a gargantuan appetite for inflicting violence."
166,www.dawn.com/pakistan,Pakistan,IMF chief Christine Lagarde to visit Pakistan in October,1284959-imf chief christine lagarde to visit pakistan in october,This is the first visit by an IMF head to Pakistan in several years.,Updated,"20 Sep, 2016",IMF chief Christine Lagarde to visit Pakistan in OctoberThis is the first visit by an IMF head to Pakistan in several years.
167,www.dawn.com/pakistan,Pakistan,Indian army claims to have foiled infiltration bid in Uri sector,1284958-indian army claims to have foiled infiltration bid in uri sector,"Indian army officials earlier alleged crossborder exchange of fire, which was denied by Pakistani military sources.",Updated,"20 Sep, 2016","Indian army claims to have foiled infiltration bid in Uri sectorIndian army officials earlier alleged crossborder exchange of fire, which was denied by Pakistani military sources."
168,www.dawn.com/world,World,German official charged with spying on Sikhs for India,1284957-german official charged with spying on sikhs for india,"Immigration official accused of ""espionage activity and violation of professional secrecy rules in 45 cases"".",Published,"20 Sep, 2016","German official charged with spying on Sikhs for IndiaImmigration official accused of ""espionage activity and violation of professional secrecy rules in 45 cases""."
169,www.dawn.com/world,World,Malala Fund gets a shoutout from Stranger Things Millie Bobbie Brown,1176269-malala fund gets a shout out from stranger things millie bobbie brown,"In an Instagram video yesterday, Millie urged her followers to join Malala's yesallgirls campaign",Published,"20 Sep, 2016","Malala Fund gets a shoutout from Stranger Things Millie Bobbie BrownIn an Instagram video yesterday, Millie urged her followers to join Malala's yesallgirls campaign"
170,www.dawn.com/pakistan,Pakistan,The new chief minister is disappointing us Alamgir Khan intensifies Fix it campaign in Karachi,1284948-the new chief minister is disappointing us alamgir khan intensifies fix it campaign in karachi,Khan says will place trash bins near roadside garbage points in Karachi in new phase of 'Fix it' campaign.,Published,"20 Sep, 2016",The new chief minister is disappointing us Alamgir Khan intensifies Fix it campaign in KarachiKhan says will place trash bins near roadside garbage points in Karachi in new phase of 'Fix it' campaign.
171,www.dawn.com/world,World,Clinton on combating terror I know how to do this,1284943-clinton on combating terror i know how to do this,"""We're going after the bad guys and we're going to get them, but we're not going to go after an entire religion.""",Published,"20 Sep, 2016","Clinton on combating terror I know how to do this""We're going after the bad guys and we're going to get them, but we're not going to go after an entire religion."""
172,www.dawn.com/pakistan,Pakistan,OIC contact group calls for settlement of Kashmir dispute in accordance with UNSC resolutions,1284945-oic contact group calls for settlement of kashmir dispute in accordance with unsc resolutions,Sartaj Aziz regrets India's failure to reciprocate Pakistan's proposal of engagement for resolution of Kashmir dispute.,Published,"20 Sep, 2016",OIC contact group calls for settlement of Kashmir dispute in accordance with UNSC resolutionsSartaj Aziz regrets India's failure to reciprocate Pakistan's proposal of engagement for resolution of Kashmir dispute.
173,www.dawn.com/sport,Sport,Spin maestro Saeed Ajmal rejects PCBs farewell offer,1284947-spin maestro saeed ajmal rejects pcbs farewell offer,"I have proved my fitness in the T20 Cup. I should be given a chance. If I fail to perform, I will walk away myself.",Published,"20 Sep, 2016","Spin maestro Saeed Ajmal rejects PCBs farewell offerI have proved my fitness in the T20 Cup. I should be given a chance. If I fail to perform, I will walk away myself."
174,www.dawn.com/sport,Sport,West Indies wary of Pakistan challenge says Badree,1284941-west indies wary of pakistan challenge says badree,"On their day, they can demolish any opposition, and we are wary of that challenge, says the Windies legspinner.",Published,"20 Sep, 2016","West Indies wary of Pakistan challenge says BadreeOn their day, they can demolish any opposition, and we are wary of that challenge, says the Windies legspinner."
175,www.dawn.com/pakistan,Pakistan,New Google smartphone expected at Oct  event,1284935-new google smartphone expected at oct 4 event,Google expected to showcase its own smartphone highlighting the prowess of the Nougat version of Android software.,Published,"20 Sep, 2016",New Google smartphone expected at Oct  eventGoogle expected to showcase its own smartphone highlighting the prowess of the Nougat version of Android software.
176,www.dawn.com/world,World,Afghanborn suspect charged with attempted murder after NY bombing,1284932-afghan born suspect charged with attempted murder after ny bombing,Ahmad Khan Rahami arrested after exchanging gun fire with police officers outside a New Jersey bar.,Published,"20 Sep, 2016",Afghanborn suspect charged with attempted murder after NY bombingAhmad Khan Rahami arrested after exchanging gun fire with police officers outside a New Jersey bar.
177,www.dawn.com/sport,Sport,Kohlis India eye NZ scalp in th Test,1284938-kohlis india eye nz scalp in 500th test,Virat Kohli's team will begin their quest to regain the top spot in the world rankings against a dangerous New Zealand.,Published,"20 Sep, 2016",Kohlis India eye NZ scalp in th TestVirat Kohli's team will begin their quest to regain the top spot in the world rankings against a dangerous New Zealand.
178,www.dawn.com/pakistan,Pakistan,Murtaza Bhutto  a murder unsolved,1284914,"For photographer Muhammad Azeem, one picture clicked in a hospital on the night of Sept 20, 1996, holds a deeper meaning",Published,"20 Sep, 2016","Murtaza Bhutto  a murder unsolvedFor photographer Muhammad Azeem, one picture clicked in a hospital on the night of Sept 20, 1996, holds a deeper meaning"
179,www.dawn.com/pakistan,Pakistan,How Pakistan should respond to a dangerous time,1284915,Pakistan is facing an exceptionally dangerous challenge in the region.,Published,"20 Sep, 2016",How Pakistan should respond to a dangerous timePakistan is facing an exceptionally dangerous challenge in the region.
180,www.dawn.com/world,World,Modi wants Uri attack evidence to isolate Pakistan,1284913-modi wants evidence to isolate pakistan,"Modi opted against any kneejerk reaction to the Uri assault, reports say.",Published,"20 Sep, 2016","Modi wants Uri attack evidence to isolate PakistanModi opted against any kneejerk reaction to the Uri assault, reports say."
181,www.dawn.com/pakistan,Pakistan,Noted woman artiste seeks help to treat her ailing son,1284852-noted woman artiste seeks help to treat her ailing son,"Noshaba Bibi appealed to philanthropists to assist her in treatment of her son, who is suffering from kidney disease.",Updated,"20 Sep, 2016","Noted woman artiste seeks help to treat her ailing sonNoshaba Bibi appealed to philanthropists to assist her in treatment of her son, who is suffering from kidney disease."
182,www.dawn.com/pakistan,Pakistan,Whistleblowers to get cash payouts,1284862-whistleblowers to get cash payouts,"Law on whistleblower protection, vigilance body sails through KP Assembly.",Updated,"20 Sep, 2016","Whistleblowers to get cash payoutsLaw on whistleblower protection, vigilance body sails through KP Assembly."
183,www.dawn.com/pakistan,Pakistan,Politicians judiciary support military intervention in civil matters,1284878-politicians judiciary support military intervention in civil matters,Senator Farhatullah Babar calls for parliamentary committee to oversee security matters.,Updated,"20 Sep, 2016",Politicians judiciary support military intervention in civil mattersSenator Farhatullah Babar calls for parliamentary committee to oversee security matters.
184,www.dawn.com/pakistan,Pakistan,Registrations of over  NGOs cancelled,1284879-registrations of over 100 ngos cancelled,The capital administration finds these NGOs inactive and nonfunctional.,Updated,"20 Sep, 2016",Registrations of over  NGOs cancelledThe capital administration finds these NGOs inactive and nonfunctional.
185,www.dawn.com/pakistan,Pakistan,Hearing in Mumbai attacks commission petition put off,1284881-hearing in mumbai attacks commission petition put off,The hearing was adjourned due to the unavailability of representatives from the prosecution.,Updated,"20 Sep, 2016",Hearing in Mumbai attacks commission petition put offThe hearing was adjourned due to the unavailability of representatives from the prosecution.
186,www.dawn.com/pakistan,Pakistan,Disabled man running street library,1284888-disabled man running street library,"Imran Asim's library has a good collection of books on fiction, religion, history and literature.",Updated,"20 Sep, 2016","Disabled man running street libraryImran Asim's library has a good collection of books on fiction, religion, history and literature."
187,www.dawn.com/pakistan,Pakistan,Antigraft protest not unconstitutional Siraj,1284893-anti graft protest not unconstitutional siraj,Haq advised the govt to check those talking of the use of force as otherwise it could lead to chaos and confrontation.,Updated,"20 Sep, 2016",Antigraft protest not unconstitutional SirajHaq advised the govt to check those talking of the use of force as otherwise it could lead to chaos and confrontation.
188,www.dawn.com/pakistan,Pakistan,Police officerturnednovelist Omar Shahid returns to work as SSP,1284827-police officer turned novelist omar shahid returns to work as ssp,"Omar became a police officer after his fathers assassination in 1997, and served police for 13 years.",Updated,"20 Sep, 2016","Police officerturnednovelist Omar Shahid returns to work as SSPOmar became a police officer after his fathers assassination in 1997, and served police for 13 years."
189,www.dawn.com/pakistan,Pakistan,Man dies wife daughter injured in JPMC wall collapse,1284831-man dies wife daughter injured in jpmc wall collapse,The ill fated family was sitting on the footpath to take a breather when a section of JPMC boundary wall fell on them.,Updated,"20 Sep, 2016",Man dies wife daughter injured in JPMC wall collapseThe ill fated family was sitting on the footpath to take a breather when a section of JPMC boundary wall fell on them.
190,www.dawn.com/pakistan,Pakistan,Outbreak feared if cleanliness drive not launched soon,1284835-outbreak feared if cleanliness drive not launched soon,PMA warns against major outbreaks of bacterial infections if the govt continued to delay efforts to clean the city.,Updated,"20 Sep, 2016",Outbreak feared if cleanliness drive not launched soonPMA warns against major outbreaks of bacterial infections if the govt continued to delay efforts to clean the city.
191,www.dawn.com/pakistan,Pakistan,Yellow turtle found in Badin village,1284838-yellow turtle found in badin village,"Bhurgari says that he, some other villagers spotted yellow turtles in ponds within the village a few days back.",Updated,"20 Sep, 2016","Yellow turtle found in Badin villageBhurgari says that he, some other villagers spotted yellow turtles in ponds within the village a few days back."
192,www.dawn.com/pakistan,Pakistan,Bilawal visits Khanpur to condole policemans death in suicide bomb blast,1284839-bilawal visits khanpur to condole policemans death in suicide bomb blast,The chief minister gave the appointment letter for the post of constable to elder son of slain policeman.,Updated,"20 Sep, 2016",Bilawal visits Khanpur to condole policemans death in suicide bomb blastThe chief minister gave the appointment letter for the post of constable to elder son of slain policeman.
193,www.dawn.com/pakistan,Pakistan,Cabinet approves cleanup operation against outlaws in katcha areas,1284841-cabinet approves clean up operation against outlaws in katcha areas,The IGP tells the cabinet that terrorists are penetrating in Sindh from Balochistan to attack innocent people.,Updated,"20 Sep, 2016",Cabinet approves cleanup operation against outlaws in katcha areasThe IGP tells the cabinet that terrorists are penetrating in Sindh from Balochistan to attack innocent people.
194,www.dawn.com/world,World,Weakness at home hobbles oncepowerful Merkel in Europe,1284785-weakness at home hobbles once powerful merkel in europe,"For nearly a decade, Merkel has been setting the direction in Europe.",Updated,"20 Sep, 2016","Weakness at home hobbles oncepowerful Merkel in EuropeFor nearly a decade, Merkel has been setting the direction in Europe."
195,www.dawn.com/world,World,World leaders agree to help refugees settle,1284812-world leaders agree to help refugees settle,Resolution adopted to allow immigrants to work legally and help their children attend schools in their adopted homes.,Updated,"20 Sep, 2016",World leaders agree to help refugees settleResolution adopted to allow immigrants to work legally and help their children attend schools in their adopted homes.
196,www.dawn.com/world,World,Modi enjoys strong public support says poll,1284818-modi enjoys strong public support says poll,Indian PM enjoys public support with most people happy with his efforts to tackle corruption and other problems.,Updated,"20 Sep, 2016",Modi enjoys strong public support says pollIndian PM enjoys public support with most people happy with his efforts to tackle corruption and other problems.
197,www.dawn.com/world,World,Saudis say  held after IS plot foiled,1284821-saudis say 17 held after is plot foiled,Interior ministry says 16 men and one woman are in custody.,Updated,"20 Sep, 2016",Saudis say  held after IS plot foiledInterior ministry says 16 men and one woman are in custody.
198,www.dawn.com/sport,Sport,Depleted WI still a force in limitedovers cricket Holder,1284787-depleted wi still a force in limited overs cricket holder,Windies Test captain says they remain a powerful force in ODIs and T20s despite the absence of some top players.,Updated,"20 Sep, 2016",Depleted WI still a force in limitedovers cricket HolderWindies Test captain says they remain a powerful force in ODIs and T20s despite the absence of some top players.
199,www.dawn.com/sport,Sport,Replacing captain no solution to ODI woes Misbah,1284793-replacing captain no solution to odi woes misbah,Misbah says players need more oneday games in domestic cricket to excel in cutthroat international contests.,Updated,"20 Sep, 2016",Replacing captain no solution to ODI woes MisbahMisbah says players need more oneday games in domestic cricket to excel in cutthroat international contests.
200,www.dawn.com/sport,Sport,PHF looking forward to hosting teams from Argentina China Khalid,1284801-phf looking forward to hosting teams from argentina china khalid,Oman squads visit termed crucial in reviving international hockey.,Updated,"20 Sep, 2016",PHF looking forward to hosting teams from Argentina China KhalidOman squads visit termed crucial in reviving international hockey.
201,www.dawn.com/business,Business,Index gains as smallcap stocks on a roll,1284776-index gains as small cap stocks on a roll,"The KSE100 index gained 51 points, or 0.13 per cent, to close at its new alltime high 40,415 points.",Updated,"20 Sep, 2016","Index gains as smallcap stocks on a rollThe KSE100 index gained 51 points, or 0.13 per cent, to close at its new alltime high 40,415 points."
202,www.dawn.com/business,Business,PRA collection jumps by pc to Rsbn,1284777-pra collection jumps by 27pc to rs112bn,"The authority raised Rs6bn in June 2016, Rs5.44bn in July and Rs5.8bn in August.",Updated,"20 Sep, 2016","PRA collection jumps by pc to RsbnThe authority raised Rs6bn in June 2016, Rs5.44bn in July and Rs5.8bn in August."
203,www.dawn.com/business,Business,Innovation vital to promote meat exports Bosan,1284779-innovation vital to promote meat exports bosan,The minister says measures would be taken to facilitate the local meat industry to enhance meat exports.,Updated,"20 Sep, 2016",Innovation vital to promote meat exports BosanThe minister says measures would be taken to facilitate the local meat industry to enhance meat exports.
204,www.dawn.com/business,Business,Solar scaleup in Pakistan hits roadblock after payments cut,1284780-solar scale up in pakistan hits roadblock after payments cut,Nepra reduced the amount the country pays to buy solar electricity from 14.5 cents to 9.25 cents per kilowatthour.,Updated,"20 Sep, 2016",Solar scaleup in Pakistan hits roadblock after payments cutNepra reduced the amount the country pays to buy solar electricity from 14.5 cents to 9.25 cents per kilowatthour.
205,www.dawn.com/business,Business,Demand for heavy commercial vehicles rising,1284781-demand for heavy commercial vehicles rising,"Hinopak remained the market leader with over 50 per cent market share in JulyAugust, showing 82.9pc rise YoY.",Updated,"20 Sep, 2016","Demand for heavy commercial vehicles risingHinopak remained the market leader with over 50 per cent market share in JulyAugust, showing 82.9pc rise YoY."
206,www.dawn.com/pakistan,Pakistan,Hanging of mentallyill man delayed,1284920-hanging of mentally ill man delayed,Imdad Ali receives a sevenday stay from the Supreme Court.,Updated,"20 Sep, 2016",Hanging of mentallyill man delayedImdad Ali receives a sevenday stay from the Supreme Court.
207,www.dawn.com/pakistan,Pakistan,PMLN PTI face off ahead of Raiwind march,1284925-pml n pti face off ahead of raiwind march,"PMLN workers seen brandishing batons and carrying tomatoes and eggs in different cities, PTI ready to 'pay back'.",Updated,"20 Sep, 2016","PMLN PTI face off ahead of Raiwind marchPMLN workers seen brandishing batons and carrying tomatoes and eggs in different cities, PTI ready to 'pay back'."
